event_id,timestamp,employee_id,employee_name,role,store_id,action_type,amount,order_id,customer_ref,payment_method,original_txn_id,discount_pct,note
evt-0000363,2026-06-04T10:05:59,EMP-1013,Mei Ricci,Shift Supervisor,6,discount,24.75,ORD-536540,CUST-10146,card,,9.2,
evt-0000350,2026-06-04T10:17:14,EMP-1013,Mei Ricci,Shift Supervisor,6,sale,22.57,ORD-223313,CUST-10356,card,,0.0,
evt-0000035,2026-06-04T10:17:20,EMP-1001,Cora Duarte,Cashier,6,sale,10.44,ORD-486517,CUST-10296,cash,,0.0,
evt-0000338,2026-06-04T10:17:32,EMP-1013,Mei Ricci,Shift Supervisor,6,sale,22.61,ORD-133573,CUST-10263,card,,0.0,
evt-0000401,2026-06-04T10:18:13,EMP-1019,Kwame Whitfield,Store Manager,6,sale,35.32,ORD-572265,CUST-10284,card,,0.0,
evt-0000368,2026-06-04T10:19:59,EMP-1013,Mei Ricci,Shift Supervisor,6,manual_override,62.59,ORD-467531,,card,,0.0,price override
evt-0000140,2026-06-04T10:21:56,EMP-1004,Kwame Novak,Cashier,6,sale,18.94,ORD-549716,CUST-10303,wallet,,0.0,
evt-0000132,2026-06-04T10:26:14,EMP-1003,Fatima Klein,Cashier,6,discount,11.58,ORD-140401,CUST-10287,card,,5.1,
evt-0000411,2026-06-04T10:28:01,EMP-1019,Kwame Whitfield,Store Manager,6,sale,11.43,ORD-568139,CUST-10089,card,,0.0,
evt-0000109,2026-06-04T10:30:49,EMP-1003,Fatima Klein,Cashier,6,sale,28.74,ORD-752676,CUST-10161,wallet,,0.0,
evt-0000036,2026-06-04T10:32:31,EMP-1001,Cora Duarte,Cashier,6,sale,21.96,ORD-426536,CUST-10100,card,,0.0,
evt-0000347,2026-06-04T10:34:27,EMP-1013,Mei Ricci,Shift Supervisor,6,sale,8.38,ORD-514279,CUST-10019,wallet,,0.0,
evt-0000407,2026-06-04T10:35:11,EMP-1019,Kwame Whitfield,Store Manager,6,sale,13.48,ORD-416759,CUST-10164,card,,0.0,
evt-0000364,2026-06-04T10:35:27,EMP-1013,Mei Ricci,Shift Supervisor,6,discount,26.97,ORD-528764,CUST-10221,card,,7.5,
evt-0000157,2026-06-04T10:37:13,EMP-1004,Kwame Novak,Cashier,6,sale,37.79,ORD-726437,CUST-10053,card,,0.0,
evt-0000419,2026-06-04T10:43:38,EMP-1020,Ravi Farah,Store Manager,6,sale,30.69,ORD-826741,CUST-10378,card,,0.0,
evt-0000395,2026-06-04T10:47:53,EMP-1017,Idris Adeyemi,Store Manager,6,sale,12.96,ORD-762846,CUST-10147,cash,,0.0,
evt-0000405,2026-06-04T10:55:23,EMP-1019,Kwame Whitfield,Store Manager,6,sale,40.79,ORD-897321,CUST-10203,card,,0.0,
evt-0000315,2026-06-04T10:56:13,EMP-1011,Bea Ricci,Shift Supervisor,6,sale,21.7,ORD-838693,CUST-10051,card,,0.0,
evt-0000225,2026-06-04T10:57:22,EMP-1006,Amara Holm,Returns Desk,6,refund,30.28,ORD-553449,CUST-10088,cash,evt-0000216,0.0,
evt-0000233,2026-06-04T10:58:28,EMP-1007,Yusuf Voss,Returns Desk,6,sale,47.04,ORD-319137,CUST-10278,card,,0.0,
evt-0000346,2026-06-04T10:59:04,EMP-1013,Mei Ricci,Shift Supervisor,6,sale,20.03,ORD-805101,CUST-10154,card,,0.0,
evt-0000020,2026-06-04T11:02:04,EMP-1001,Cora Duarte,Cashier,6,sale,61.36,ORD-810065,CUST-10183,wallet,,0.0,
evt-0000034,2026-06-04T11:03:54,EMP-1001,Cora Duarte,Cashier,6,sale,24.27,ORD-829444,CUST-10305,card,,0.0,
evt-0000194,2026-06-04T11:13:00,EMP-1005,Idris Nair,Cashier,6,sale,40.55,ORD-879096,CUST-10045,wallet,,0.0,
evt-0000369,2026-06-04T11:14:42,EMP-1013,Mei Ricci,Shift Supervisor,6,manual_override,38.12,ORD-492138,,card,,0.0,price override
evt-0000119,2026-06-04T11:18:09,EMP-1003,Fatima Klein,Cashier,6,sale,48.88,ORD-702709,CUST-10253,cash,,0.0,
evt-0000038,2026-06-04T11:18:41,EMP-1001,Cora Duarte,Cashier,6,sale,23.52,ORD-346728,CUST-10229,wallet,,0.0,
evt-0000341,2026-06-04T11:20:34,EMP-1013,Mei Ricci,Shift Supervisor,6,sale,6.02,ORD-979722,CUST-10037,card,,0.0,
evt-0000301,2026-06-04T11:22:44,EMP-1010,Yusuf Duarte,Returns Desk,6,sale,16.07,ORD-939528,CUST-10234,card,,0.0,
evt-0000110,2026-06-04T11:24:04,EMP-1003,Fatima Klein,Cashier,6,sale,10.81,ORD-412843,CUST-10308,card,,0.0,
evt-0000413,2026-06-04T11:24:47,EMP-1019,Kwame Whitfield,Store Manager,6,sale,22.47,ORD-717903,CUST-10247,card,,0.0,
evt-0000030,2026-06-04T11:25:55,EMP-1001,Cora Duarte,Cashier,6,sale,24.91,ORD-768237,CUST-10006,card,,0.0,
evt-0000335,2026-06-04T11:28:56,EMP-1013,Mei Ricci,Shift Supervisor,6,sale,27.68,ORD-482003,CUST-10100,card,,0.0,
evt-0000362,2026-06-04T11:28:59,EMP-1013,Mei Ricci,Shift Supervisor,6,discount,63.84,ORD-196012,CUST-10300,card,,10.3,
evt-0000260,2026-06-04T11:30:02,EMP-1008,Yusuf Lindqvist,Returns Desk,6,manual_override,39.37,ORD-291393,,card,,0.0,price override
evt-0000040,2026-06-04T11:31:22,EMP-1001,Cora Duarte,Cashier,6,refund,45.35,ORD-903510,CUST-10006,cash,evt-0000019,0.0,
evt-0000351,2026-06-04T11:31:46,EMP-1013,Mei Ricci,Shift Supervisor,6,sale,60.03,ORD-810321,CUST-10011,card,,0.0,
evt-0000248,2026-06-04T11:34:35,EMP-1008,Yusuf Lindqvist,Returns Desk,6,sale,24.54,ORD-495985,CUST-10316,card,,0.0,
evt-0000131,2026-06-04T11:37:11,EMP-1003,Fatima Klein,Cashier,6,discount,36.17,ORD-808397,CUST-10353,card,,9.9,
evt-0000033,2026-06-04T11:38:55,EMP-1001,Cora Duarte,Cashier,6,sale,43.71,ORD-639571,CUST-10009,card,,0.0,
evt-0000100,2026-06-04T11:41:17,EMP-1003,Fatima Klein,Cashier,6,sale,13.46,ORD-163855,CUST-10254,card,,0.0,
evt-0000098,2026-06-04T11:44:17,EMP-1003,Fatima Klein,Cashier,6,sale,49.89,ORD-917429,CUST-10315,cash,,0.0,
evt-0000332,2026-06-04T11:44:23,EMP-1013,Mei Ricci,Shift Supervisor,6,sale,32.72,ORD-589723,CUST-10231,card,,0.0,
evt-0000354,2026-06-04T11:44:38,EMP-1013,Mei Ricci,Shift Supervisor,6,sale,18.86,ORD-455983,CUST-10049,card,,0.0,
evt-0000221,2026-06-04T11:46:34,EMP-1006,Amara Holm,Returns Desk,6,sale,42.6,ORD-497215,CUST-10105,card,,0.0,
evt-0000152,2026-06-04T11:47:04,EMP-1004,Kwame Novak,Cashier,6,sale,50.47,ORD-834943,CUST-10226,cash,,0.0,
evt-0000028,2026-06-04T11:50:06,EMP-1001,Cora Duarte,Cashier,6,sale,24.96,ORD-112383,CUST-10184,card,,0.0,
evt-0000029,2026-06-04T11:51:07,EMP-1001,Cora Duarte,Cashier,6,sale,28.08,ORD-745633,CUST-10380,card,,0.0,
evt-0000348,2026-06-04T11:51:12,EMP-1013,Mei Ricci,Shift Supervisor,6,sale,44.56,ORD-615560,CUST-10095,cash,,0.0,
evt-0000114,2026-06-04T11:51:54,EMP-1003,Fatima Klein,Cashier,6,sale,27.3,ORD-783972,CUST-10342,card,,0.0,
evt-0000166,2026-06-04T11:53:10,EMP-1004,Kwame Novak,Cashier,6,sale,10.61,ORD-474219,CUST-10136,card,,0.0,
evt-0000251,2026-06-04T11:54:52,EMP-1008,Yusuf Lindqvist,Returns Desk,6,sale,32.31,ORD-417581,CUST-10312,card,,0.0,
evt-0000198,2026-06-04T11:56:17,EMP-1005,Idris Nair,Cashier,6,sale,21.7,ORD-659880,CUST-10093,card,,0.0,
evt-0000064,2026-06-04T11:57:13,EMP-1002,Marco Adeyemi,Cashier,6,sale,27.09,ORD-528954,CUST-10154,card,,0.0,
evt-0000011,2026-06-04T11:57:41,EMP-1001,Cora Duarte,Cashier,6,sale,66.91,ORD-555457,CUST-10030,cash,,0.0,
evt-0000415,2026-06-04T12:00:38,EMP-1019,Kwame Whitfield,Store Manager,6,discount,53.67,ORD-894192,CUST-10166,card,,15.0,
evt-0000342,2026-06-04T12:01:10,EMP-1013,Mei Ricci,Shift Supervisor,6,sale,31.06,ORD-540108,CUST-10181,wallet,,0.0,
evt-0000199,2026-06-04T12:01:23,EMP-1005,Idris Nair,Cashier,6,sale,21.2,ORD-255159,CUST-10026,cash,,0.0,
evt-0000317,2026-06-04T12:03:38,EMP-1011,Bea Ricci,Shift Supervisor,6,sale,33.9,ORD-762616,CUST-10285,card,,0.0,
evt-0000147,2026-06-04T12:03:41,EMP-1004,Kwame Novak,Cashier,6,sale,43.43,ORD-872208,CUST-10130,card,,0.0,
evt-0000324,2026-06-04T12:03:43,EMP-1011,Bea Ricci,Shift Supervisor,6,refund,39.41,ORD-893842,CUST-10347,cash,evt-0000309,0.0,
evt-0000220,2026-06-04T12:05:05,EMP-1006,Amara Holm,Returns Desk,6,sale,21.11,ORD-973922,CUST-10216,cash,,0.0,
evt-0000212,2026-06-04T12:06:03,EMP-1006,Amara Holm,Returns Desk,6,sale,10.25,ORD-613528,CUST-10201,wallet,,0.0,
evt-0000423,2026-06-04T12:06:53,EMP-1020,Ravi Farah,Store Manager,6,discount,29.15,ORD-191097,CUST-10328,card,,15.4,
evt-0000088,2026-06-04T12:07:03,EMP-1002,Marco Adeyemi,Cashier,6,sale,13.02,ORD-812619,CUST-10311,card,,0.0,
evt-0000004,2026-06-04T12:07:44,EMP-1001,Cora Duarte,Cashier,6,sale,25.3,ORD-929061,CUST-10124,cash,,0.0,
evt-0000155,2026-06-04T12:08:02,EMP-1004,Kwame Novak,Cashier,6,sale,24.92,ORD-355421,CUST-10296,card,,0.0,
evt-0000418,2026-06-04T12:08:48,EMP-1020,Ravi Farah,Store Manager,6,sale,7.99,ORD-268446,CUST-10063,card,,0.0,
evt-0000394,2026-06-04T12:11:33,EMP-1017,Idris Adeyemi,Store Manager,6,sale,11.65,ORD-908337,CUST-10030,card,,0.0,
evt-0000243,2026-06-04T12:11:40,EMP-1008,Yusuf Lindqvist,Returns Desk,6,sale,45.23,ORD-879616,CUST-10207,card,,0.0,
evt-0000343,2026-06-04T12:12:17,EMP-1013,Mei Ricci,Shift Supervisor,6,sale,14.72,ORD-846109,CUST-10071,wallet,,0.0,
evt-0000256,2026-06-04T12:14:09,EMP-1008,Yusuf Lindqvist,Returns Desk,6,refund,11.27,ORD-942459,CUST-10369,card,evt-0000239,0.0,
evt-0000304,2026-06-04T12:15:09,EMP-1011,Bea Ricci,Shift Supervisor,6,sale,43.9,ORD-113155,CUST-10249,card,,0.0,
evt-0000003,2026-06-04T12:19:13,EMP-1001,Cora Duarte,Cashier,6,sale,34.38,ORD-996526,CUST-10324,card,,0.0,
evt-0000089,2026-06-04T12:21:37,EMP-1002,Marco Adeyemi,Cashier,6,sale,30.18,ORD-369844,CUST-10358,card,,0.0,
evt-0000237,2026-06-04T12:23:11,EMP-1007,Yusuf Voss,Returns Desk,6,discount,30.47,ORD-912215,CUST-10235,card,,13.3,
evt-0000178,2026-06-04T12:23:28,EMP-1005,Idris Nair,Cashier,6,sale,10.14,ORD-511105,CUST-10246,wallet,,0.0,
evt-0000061,2026-06-04T12:23:48,EMP-1002,Marco Adeyemi,Cashier,6,sale,36.01,ORD-308885,CUST-10026,cash,,0.0,
evt-0000122,2026-06-04T12:24:27,EMP-1003,Fatima Klein,Cashier,6,sale,19.27,ORD-668575,CUST-10093,cash,,0.0,
evt-0000134,2026-06-04T12:24:48,EMP-1003,Fatima Klein,Cashier,6,discount,18.94,ORD-448503,CUST-10295,card,,7.9,
evt-0000356,2026-06-04T12:25:16,EMP-1013,Mei Ricci,Shift Supervisor,6,sale,36.22,ORD-959927,CUST-10210,card,,0.0,
evt-0000076,2026-06-04T12:26:09,EMP-1002,Marco Adeyemi,Cashier,6,sale,39.0,ORD-744447,CUST-10054,card,,0.0,
evt-0000242,2026-06-04T12:26:14,EMP-1008,Yusuf Lindqvist,Returns Desk,6,sale,40.52,ORD-561598,CUST-10327,card,,0.0,
evt-0000209,2026-06-04T12:26:17,EMP-1006,Amara Holm,Returns Desk,6,sale,15.77,ORD-515125,CUST-10092,cash,,0.0,
evt-0000138,2026-06-04T12:26:50,EMP-1004,Kwame Novak,Cashier,6,sale,18.48,ORD-629633,CUST-10162,card,,0.0,
evt-0000320,2026-06-04T12:29:41,EMP-1011,Bea Ricci,Shift Supervisor,6,sale,16.42,ORD-158615,CUST-10069,card,,0.0,
evt-0000265,2026-06-04T12:29:56,EMP-1009,Ravi Demir,Returns Desk,6,sale,5.51,ORD-694274,CUST-10207,card,,0.0,
evt-0000201,2026-06-04T12:30:09,EMP-1005,Idris Nair,Cashier,6,sale,12.62,ORD-119640,CUST-10187,card,,0.0,
evt-0000078,2026-06-04T12:32:28,EMP-1002,Marco Adeyemi,Cashier,6,sale,33.85,ORD-781484,CUST-10088,card,,0.0,
evt-0000310,2026-06-04T12:32:48,EMP-1011,Bea Ricci,Shift Supervisor,6,sale,63.98,ORD-767245,CUST-10275,wallet,,0.0,
evt-0000272,2026-06-04T12:35:06,EMP-1009,Ravi Demir,Returns Desk,6,sale,12.74,ORD-147293,CUST-10326,card,,0.0,
evt-0000319,2026-06-04T12:41:19,EMP-1011,Bea Ricci,Shift Supervisor,6,sale,34.62,ORD-220171,CUST-10383,card,,0.0,
evt-0000371,2026-06-04T12:41:26,EMP-1015,Anders Ricci,Shift Supervisor,6,sale,10.97,ORD-627250,CUST-10389,card,,0.0,
evt-0000019,2026-06-04T12:47:01,EMP-1001,Cora Duarte,Cashier,6,sale,45.35,ORD-773395,CUST-10006,card,,0.0,
evt-0000274,2026-06-04T12:47:29,EMP-1009,Ravi Demir,Returns Desk,6,sale,19.56,ORD-696447,CUST-10230,cash,,0.0,
evt-0000008,2026-06-04T12:48:15,EMP-1001,Cora Duarte,Cashier,6,sale,39.06,ORD-927016,CUST-10070,wallet,,0.0,
evt-0000365,2026-06-04T12:48:15,EMP-1013,Mei Ricci,Shift Supervisor,6,discount,37.63,ORD-915651,CUST-10173,card,,11.4,
evt-0000298,2026-06-04T12:49:02,EMP-1009,Ravi Demir,Returns Desk,6,discount,14.48,ORD-127358,CUST-10286,card,,11.1,
evt-0000326,2026-06-04T12:49:55,EMP-1011,Bea Ricci,Shift Supervisor,6,discount,102.21,ORD-604888,CUST-10243,card,,9.0,
evt-0000168,2026-06-04T12:52:04,EMP-1004,Kwame Novak,Cashier,6,refund,81.59,ORD-882470,CUST-10161,card,evt-0000154,0.0,
evt-0000263,2026-06-04T12:52:42,EMP-1009,Ravi Demir,Returns Desk,6,sale,11.36,ORD-163878,CUST-10392,card,,0.0,
evt-0000261,2026-06-04T12:53:04,EMP-1009,Ravi Demir,Returns Desk,6,sale,13.14,ORD-717669,CUST-10155,cash,,0.0,
evt-0000181,2026-06-04T12:53:54,EMP-1005,Idris Nair,Cashier,6,sale,11.45,ORD-257498,CUST-10137,cash,,0.0,
evt-0000231,2026-06-04T12:57:54,EMP-1007,Yusuf Voss,Returns Desk,6,sale,7.93,ORD-853300,CUST-10070,card,,0.0,
evt-0000397,2026-06-04T12:58:37,EMP-1017,Idris Adeyemi,Store Manager,6,sale,31.59,ORD-488509,CUST-10165,card,,0.0,
evt-0000404,2026-06-04T12:59:33,EMP-1019,Kwame Whitfield,Store Manager,6,sale,13.84,ORD-731956,CUST-10217,cash,,0.0,
evt-0000013,2026-06-04T12:59:42,EMP-1001,Cora Duarte,Cashier,6,sale,45.45,ORD-862297,CUST-10059,card,,0.0,
evt-0000305,2026-06-04T13:00:00,EMP-1011,Bea Ricci,Shift Supervisor,6,sale,75.32,ORD-756656,CUST-10029,cash,,0.0,
evt-0000420,2026-06-04T13:01:53,EMP-1020,Ravi Farah,Store Manager,6,sale,52.84,ORD-943271,CUST-10108,cash,,0.0,
evt-0000001,2026-06-04T13:03:36,EMP-1001,Cora Duarte,Cashier,6,sale,24.88,ORD-752763,CUST-10158,card,,0.0,
evt-0000007,2026-06-04T13:04:29,EMP-1001,Cora Duarte,Cashier,6,sale,39.74,ORD-198761,CUST-10290,card,,0.0,
evt-0000005,2026-06-04T13:04:35,EMP-1001,Cora Duarte,Cashier,6,sale,27.69,ORD-478828,CUST-10305,card,,0.0,
evt-0000042,2026-06-04T13:04:35,EMP-1002,Marco Adeyemi,Cashier,6,sale,15.43,ORD-121499,CUST-10314,card,,0.0,
evt-0000214,2026-06-04T13:05:27,EMP-1006,Amara Holm,Returns Desk,6,sale,27.14,ORD-263568,CUST-10392,wallet,,0.0,
evt-0000380,2026-06-04T13:08:14,EMP-1015,Anders Ricci,Shift Supervisor,6,sale,27.57,ORD-137731,CUST-10079,cash,,0.0,
evt-0000193,2026-06-04T13:08:20,EMP-1005,Idris Nair,Cashier,6,sale,40.23,ORD-497346,CUST-10347,card,,0.0,
evt-0000099,2026-06-04T13:13:09,EMP-1003,Fatima Klein,Cashier,6,sale,54.66,ORD-771597,CUST-10171,card,,0.0,
evt-0000044,2026-06-04T13:13:46,EMP-1002,Marco Adeyemi,Cashier,6,sale,44.03,ORD-349419,CUST-10139,card,,0.0,
evt-0000053,2026-06-04T13:14:21,EMP-1002,Marco Adeyemi,Cashier,6,sale,36.37,ORD-245595,CUST-10140,card,,0.0,
evt-0000259,2026-06-04T13:15:35,EMP-1008,Yusuf Lindqvist,Returns Desk,6,discount,44.72,ORD-545793,CUST-10209,card,,16.2,
evt-0000014,2026-06-04T13:19:23,EMP-1001,Cora Duarte,Cashier,6,sale,101.96,ORD-947132,CUST-10279,cash,,0.0,
evt-0000085,2026-06-04T13:19:36,EMP-1002,Marco Adeyemi,Cashier,6,sale,30.01,ORD-663701,CUST-10103,card,,0.0,
evt-0000073,2026-06-04T13:21:34,EMP-1002,Marco Adeyemi,Cashier,6,sale,23.91,ORD-974611,CUST-10319,card,,0.0,
evt-0000016,2026-06-04T13:27:52,EMP-1001,Cora Duarte,Cashier,6,sale,23.41,ORD-726574,CUST-10213,card,,0.0,
evt-0000329,2026-06-04T13:28:54,EMP-1013,Mei Ricci,Shift Supervisor,6,sale,55.66,ORD-454980,CUST-10148,card,,0.0,
evt-0000226,2026-06-04T13:29:02,EMP-1006,Amara Holm,Returns Desk,6,refund,27.14,ORD-173465,CUST-10392,card,evt-0000214,0.0,
evt-0000169,2026-06-04T13:29:10,EMP-1004,Kwame Novak,Cashier,6,refund,46.74,ORD-715034,CUST-10275,card,evt-0000167,0.0,
evt-0000292,2026-06-04T13:32:41,EMP-1009,Ravi Demir,Returns Desk,6,refund,5.51,ORD-971250,CUST-10207,card,evt-0000265,0.0,
evt-0000189,2026-06-04T13:36:45,EMP-1005,Idris Nair,Cashier,6,sale,40.93,ORD-111965,CUST-10268,wallet,,0.0,
evt-0000047,2026-06-04T13:37:00,EMP-1002,Marco Adeyemi,Cashier,6,sale,22.64,ORD-560458,CUST-10229,wallet,,0.0,
evt-0000056,2026-06-04T13:38:46,EMP-1002,Marco Adeyemi,Cashier,6,sale,28.4,ORD-256945,CUST-10111,card,,0.0,
evt-0000313,2026-06-04T13:39:25,EMP-1011,Bea Ricci,Shift Supervisor,6,sale,63.99,ORD-467861,CUST-10357,card,,0.0,
evt-0000136,2026-06-04T13:39:32,EMP-1003,Fatima Klein,Cashier,6,discount,29.43,ORD-740628,CUST-10275,card,,7.0,
evt-0000039,2026-06-04T13:40:10,EMP-1001,Cora Duarte,Cashier,6,sale,27.79,ORD-218960,CUST-10037,card,,0.0,
evt-0000325,2026-06-04T13:40:19,EMP-1011,Bea Ricci,Shift Supervisor,6,discount,9.06,ORD-986951,CUST-10074,card,,12.7,
evt-0000159,2026-06-04T13:40:44,EMP-1004,Kwame Novak,Cashier,6,sale,25.97,ORD-896540,CUST-10204,cash,,0.0,
evt-0000306,2026-06-04T13:48:28,EMP-1011,Bea Ricci,Shift Supervisor,6,sale,29.87,ORD-751520,CUST-10109,card,,0.0,
evt-0000360,2026-06-04T13:49:10,EMP-1013,Mei Ricci,Shift Supervisor,6,refund,15.76,ORD-234694,CUST-10262,card,evt-0000359,0.0,
evt-0000282,2026-06-04T13:49:20,EMP-1009,Ravi Demir,Returns Desk,6,sale,17.54,ORD-169581,CUST-10157,cash,,0.0,
evt-0000388,2026-06-04T13:49:20,EMP-1015,Anders Ricci,Shift Supervisor,6,sale,30.04,ORD-702797,CUST-10167,card,,0.0,
evt-0000139,2026-06-04T13:50:24,EMP-1004,Kwame Novak,Cashier,6,sale,48.06,ORD-776992,CUST-10249,card,,0.0,
evt-0000067,2026-06-04T13:51:48,EMP-1002,Marco Adeyemi,Cashier,6,sale,9.48,ORD-243850,CUST-10332,card,,0.0,
evt-0000191,2026-06-04T13:52:56,EMP-1005,Idris Nair,Cashier,6,sale,4.15,ORD-400787,CUST-10059,card,,0.0,
evt-0000210,2026-06-04T13:53:07,EMP-1006,Amara Holm,Returns Desk,6,sale,30.01,ORD-236259,CUST-10080,cash,,0.0,
evt-0000066,2026-06-04T13:53:08,EMP-1002,Marco Adeyemi,Cashier,6,sale,43.72,ORD-357841,CUST-10119,wallet,,0.0,
evt-0000222,2026-06-04T13:54:51,EMP-1006,Amara Holm,Returns Desk,6,sale,60.2,ORD-372688,CUST-10336,card,,0.0,
evt-0000103,2026-06-04T13:56:11,EMP-1003,Fatima Klein,Cashier,6,sale,48.34,ORD-976921,CUST-10236,wallet,,0.0,
evt-0000186,2026-06-04T13:56:59,EMP-1005,Idris Nair,Cashier,6,sale,26.46,ORD-781736,CUST-10085,card,,0.0,
evt-0000125,2026-06-04T13:58:55,EMP-1003,Fatima Klein,Cashier,6,sale,7.28,ORD-824314,CUST-10146,card,,0.0,
evt-0000409,2026-06-04T14:02:16,EMP-1019,Kwame Whitfield,Store Manager,6,sale,43.74,ORD-325366,CUST-10078,card,,0.0,
evt-0000422,2026-06-04T14:02:23,EMP-1020,Ravi Farah,Store Manager,6,sale,94.86,ORD-928588,CUST-10221,card,,0.0,
evt-0000337,2026-06-04T14:02:36,EMP-1013,Mei Ricci,Shift Supervisor,6,sale,20.8,ORD-417727,CUST-10215,cash,,0.0,
evt-0000246,2026-06-04T14:03:24,EMP-1008,Yusuf Lindqvist,Returns Desk,6,sale,9.71,ORD-579014,CUST-10161,card,,0.0,
evt-0000200,2026-06-04T14:07:23,EMP-1005,Idris Nair,Cashier,6,sale,44.04,ORD-864156,CUST-10121,card,,0.0,
evt-0000323,2026-06-04T14:07:43,EMP-1011,Bea Ricci,Shift Supervisor,6,sale,41.25,ORD-963408,CUST-10009,card,,0.0,
evt-0000234,2026-06-04T14:08:12,EMP-1007,Yusuf Voss,Returns Desk,6,sale,20.22,ORD-261368,CUST-10341,card,,0.0,
evt-0000062,2026-06-04T14:09:34,EMP-1002,Marco Adeyemi,Cashier,6,sale,61.97,ORD-950405,CUST-10386,cash,,0.0,
evt-0000392,2026-06-04T14:11:12,EMP-1017,Idris Adeyemi,Store Manager,6,sale,30.1,ORD-628770,CUST-10287,card,,0.0,
evt-0000117,2026-06-04T14:11:40,EMP-1003,Fatima Klein,Cashier,6,sale,36.42,ORD-755730,CUST-10281,card,,0.0,
evt-0000285,2026-06-04T14:11:50,EMP-1009,Ravi Demir,Returns Desk,6,refund,12.74,ORD-110959,CUST-10326,cash,evt-0000272,0.0,
evt-0000366,2026-06-04T14:14:27,EMP-1013,Mei Ricci,Shift Supervisor,6,discount,17.12,ORD-274188,CUST-10268,card,,9.9,
evt-0000075,2026-06-04T14:14:59,EMP-1002,Marco Adeyemi,Cashier,6,sale,19.82,ORD-512382,CUST-10063,card,,0.0,
evt-0000091,2026-06-04T14:16:39,EMP-1002,Marco Adeyemi,Cashier,6,discount,41.04,ORD-374490,CUST-10068,card,,11.9,
evt-0000113,2026-06-04T14:17:28,EMP-1003,Fatima Klein,Cashier,6,sale,22.38,ORD-468408,CUST-10054,card,,0.0,
evt-0000175,2026-06-04T14:17:50,EMP-1005,Idris Nair,Cashier,6,sale,19.83,ORD-154925,CUST-10123,card,,0.0,
evt-0000130,2026-06-04T14:18:39,EMP-1003,Fatima Klein,Cashier,6,void,20.18,ORD-939157,,card,evt-0000106,0.0,
evt-0000280,2026-06-04T14:20:05,EMP-1009,Ravi Demir,Returns Desk,6,sale,16.88,ORD-596725,CUST-10263,card,,0.0,
evt-0000086,2026-06-04T14:20:15,EMP-1002,Marco Adeyemi,Cashier,6,sale,37.22,ORD-578809,CUST-10312,card,,0.0,
evt-0000281,2026-06-04T14:20:16,EMP-1009,Ravi Demir,Returns Desk,6,sale,14.3,ORD-580400,CUST-10379,cash,,0.0,
evt-0000223,2026-06-04T14:21:30,EMP-1006,Amara Holm,Returns Desk,6,refund,21.11,ORD-898254,CUST-10216,cash,evt-0000220,0.0,
