event_id,timestamp,employee_id,employee_name,role,store_id,action_type,amount,order_id,customer_ref,payment_method,original_txn_id,discount_pct,note
evt-0000209,2026-04-21T10:23:02,EMP-1016,Ravi Byrne,Store Manager,STORE-A,sale,67.48,ORD-882844,CUST-10002,card,,0.0,
evt-0000153,2026-04-21T10:27:23,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,discount,23.09,ORD-570792,CUST-10201,card,,6.2,
evt-0000129,2026-04-21T10:33:37,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,sale,97.09,ORD-792615,CUST-10126,card,,0.0,
evt-0000229,2026-04-21T10:34:13,EMP-1017,Leila Ferrari,Store Manager,STORE-A,refund,27.69,ORD-761081,CUST-10034,cash,evt-0000218,0.0,
evt-0000224,2026-04-21T10:34:25,EMP-1017,Leila Ferrari,Store Manager,STORE-A,sale,28.01,ORD-215079,CUST-10026,cash,,0.0,
evt-0000252,2026-04-21T10:36:04,EMP-1020,Idris Klein,Store Manager,STORE-A,sale,30.03,ORD-753288,CUST-10230,card,,0.0,
evt-0000222,2026-04-21T10:42:42,EMP-1017,Leila Ferrari,Store Manager,STORE-A,sale,27.18,ORD-862655,CUST-10385,card,,0.0,
evt-0000084,2026-04-21T10:48:10,EMP-1007,Ravi Okonkwo,Returns Desk,STORE-A,sale,14.24,ORD-879901,CUST-10106,card,,0.0,
evt-0000082,2026-04-21T10:53:04,EMP-1004,Yusuf Ferrari,Cashier,STORE-A,discount,38.93,ORD-672785,CUST-10151,card,,12.5,
evt-0000154,2026-04-21T10:53:07,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,discount,12.79,ORD-672670,CUST-10304,card,,5.0,
evt-0000217,2026-04-21T10:58:07,EMP-1017,Leila Ferrari,Store Manager,STORE-A,sale,25.05,ORD-766193,CUST-10020,card,,0.0,
evt-0000239,2026-04-21T10:58:08,EMP-1018,Lucia Barros,Store Manager,STORE-A,sale,31.2,ORD-579900,CUST-10018,card,,0.0,
evt-0000055,2026-04-21T10:58:37,EMP-1004,Yusuf Ferrari,Cashier,STORE-A,sale,67.83,ORD-874427,CUST-10013,card,,0.0,
evt-0000124,2026-04-21T11:08:15,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,sale,16.94,ORD-238036,CUST-10387,card,,0.0,
evt-0000092,2026-04-21T11:10:23,EMP-1007,Ravi Okonkwo,Returns Desk,STORE-A,sale,26.04,ORD-480630,CUST-10115,cash,,0.0,
evt-0000151,2026-04-21T11:12:20,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,void,28.95,ORD-489523,,card,evt-0000125,0.0,
evt-0000138,2026-04-21T11:14:34,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,sale,25.91,ORD-147152,CUST-10203,card,,0.0,
evt-0000093,2026-04-21T11:16:43,EMP-1007,Ravi Okonkwo,Returns Desk,STORE-A,sale,14.2,ORD-140843,CUST-10322,cash,,0.0,
evt-0000058,2026-04-21T11:18:05,EMP-1004,Yusuf Ferrari,Cashier,STORE-A,sale,37.05,ORD-327613,CUST-10072,card,,0.0,
evt-0000139,2026-04-21T11:18:07,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,sale,26.62,ORD-465995,CUST-10244,card,,0.0,
evt-0000074,2026-04-21T11:21:39,EMP-1004,Yusuf Ferrari,Cashier,STORE-A,sale,16.23,ORD-110261,CUST-10316,cash,,0.0,
evt-0000257,2026-04-21T11:25:47,EMP-1020,Idris Klein,Store Manager,STORE-A,sale,26.16,ORD-654600,CUST-10044,card,,0.0,
evt-0000148,2026-04-21T11:26:19,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,refund,10.71,ORD-698759,CUST-10240,cash,,0.0,
evt-0000140,2026-04-21T11:26:55,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,sale,17.82,ORD-779661,CUST-10234,card,,0.0,
evt-0000096,2026-04-21T11:31:01,EMP-1007,Ravi Okonkwo,Returns Desk,STORE-A,sale,18.5,ORD-497198,CUST-10102,card,,0.0,
evt-0000097,2026-04-21T11:31:23,EMP-1007,Ravi Okonkwo,Returns Desk,STORE-A,sale,29.77,ORD-949069,CUST-10328,wallet,,0.0,
evt-0000030,2026-04-21T11:41:49,EMP-1003,Tobias Demir,Cashier,STORE-A,sale,16.69,ORD-685726,CUST-10346,card,,0.0,
evt-0000233,2026-04-21T11:42:00,EMP-1017,Leila Ferrari,Store Manager,STORE-A,discount,54.86,ORD-430751,CUST-10371,card,,10.5,
evt-0000255,2026-04-21T11:43:09,EMP-1020,Idris Klein,Store Manager,STORE-A,sale,30.22,ORD-449136,CUST-10238,card,,0.0,
evt-0000099,2026-04-21T11:45:12,EMP-1007,Ravi Okonkwo,Returns Desk,STORE-A,sale,31.38,ORD-121693,CUST-10052,cash,,0.0,
evt-0000056,2026-04-21T11:47:36,EMP-1004,Yusuf Ferrari,Cashier,STORE-A,sale,19.83,ORD-334724,CUST-10065,card,,0.0,
evt-0000245,2026-04-21T11:51:12,EMP-1018,Lucia Barros,Store Manager,STORE-A,discount,56.78,ORD-233619,CUST-10197,card,,9.3,
evt-0000079,2026-04-21T11:51:15,EMP-1004,Yusuf Ferrari,Cashier,STORE-A,sale,28.0,ORD-844136,CUST-10186,card,,0.0,
evt-0000103,2026-04-21T11:51:53,EMP-1007,Ravi Okonkwo,Returns Desk,STORE-A,refund,14.48,ORD-348921,CUST-10030,card,evt-0000085,0.0,
evt-0000098,2026-04-21T11:52:11,EMP-1007,Ravi Okonkwo,Returns Desk,STORE-A,sale,22.94,ORD-248542,CUST-10113,card,,0.0,
evt-0000006,2026-04-21T11:54:51,EMP-1002,Devin Adeyemi,Cashier,STORE-A,sale,15.93,ORD-879557,CUST-10338,cash,,0.0,
evt-0000141,2026-04-21T12:00:12,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,sale,22.63,ORD-293761,CUST-10170,wallet,,0.0,
evt-0000228,2026-04-21T12:00:26,EMP-1017,Leila Ferrari,Store Manager,STORE-A,sale,14.45,ORD-335545,CUST-10034,card,,0.0,
evt-0000263,2026-04-21T12:01:42,EMP-1020,Idris Klein,Store Manager,STORE-A,discount,34.46,ORD-534506,CUST-10117,card,,6.5,
evt-0000210,2026-04-21T12:04:51,EMP-1016,Ravi Byrne,Store Manager,STORE-A,sale,23.55,ORD-371047,CUST-10104,card,,0.0,
evt-0000123,2026-04-21T12:05:30,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,sale,35.87,ORD-776471,CUST-10171,card,,0.0,
evt-0000225,2026-04-21T12:06:17,EMP-1017,Leila Ferrari,Store Manager,STORE-A,sale,115.75,ORD-789147,CUST-10188,card,,0.0,
evt-0000150,2026-04-21T12:10:49,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,void,7.96,ORD-470492,,card,evt-0000133,0.0,
evt-0000026,2026-04-21T12:13:06,EMP-1002,Devin Adeyemi,Cashier,STORE-A,discount,26.9,ORD-213611,CUST-10336,card,,5.2,
evt-0000147,2026-04-21T12:14:13,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,sale,10.22,ORD-853689,CUST-10196,cash,,0.0,
evt-0000169,2026-04-21T12:14:15,EMP-1012,Devin Holm,Shift Supervisor,STORE-A,discount,13.36,ORD-901643,CUST-10380,card,,10.9,
evt-0000165,2026-04-21T12:18:12,EMP-1012,Devin Holm,Shift Supervisor,STORE-A,sale,9.21,ORD-213547,CUST-10127,card,,0.0,
evt-0000207,2026-04-21T12:19:15,EMP-1016,Ravi Byrne,Store Manager,STORE-A,sale,86.35,ORD-641990,CUST-10219,cash,,0.0,
evt-0000071,2026-04-21T12:19:21,EMP-1004,Yusuf Ferrari,Cashier,STORE-A,sale,18.15,ORD-748399,CUST-10006,card,,0.0,
evt-0000090,2026-04-21T12:20:54,EMP-1007,Ravi Okonkwo,Returns Desk,STORE-A,sale,25.74,ORD-528882,CUST-10257,card,,0.0,
evt-0000032,2026-04-21T12:23:31,EMP-1003,Tobias Demir,Cashier,STORE-A,sale,20.38,ORD-442525,CUST-10101,card,,0.0,
evt-0000050,2026-04-21T12:24:04,EMP-1003,Tobias Demir,Cashier,STORE-A,refund,23.19,ORD-989083,CUST-10349,card,evt-0000045,0.0,
evt-0000240,2026-04-21T12:26:48,EMP-1018,Lucia Barros,Store Manager,STORE-A,sale,21.69,ORD-452868,CUST-10306,cash,,0.0,
evt-0000065,2026-04-21T12:28:07,EMP-1004,Yusuf Ferrari,Cashier,STORE-A,sale,12.11,ORD-942977,CUST-10066,card,,0.0,
evt-0000039,2026-04-21T12:28:28,EMP-1003,Tobias Demir,Cashier,STORE-A,sale,26.99,ORD-696292,CUST-10123,cash,,0.0,
evt-0000038,2026-04-21T12:30:49,EMP-1003,Tobias Demir,Cashier,STORE-A,sale,17.74,ORD-491331,CUST-10122,cash,,0.0,
evt-0000036,2026-04-21T12:32:55,EMP-1003,Tobias Demir,Cashier,STORE-A,sale,29.9,ORD-219885,CUST-10119,card,,0.0,
evt-0000116,2026-04-21T12:35:41,EMP-1009,Priya Barros,Returns Desk,STORE-A,sale,14.89,ORD-393199,CUST-10057,cash,,0.0,
evt-0000130,2026-04-21T12:36:24,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,sale,41.11,ORD-196322,CUST-10148,cash,,0.0,
evt-0000089,2026-04-21T12:38:09,EMP-1007,Ravi Okonkwo,Returns Desk,STORE-A,sale,21.14,ORD-426563,CUST-10057,card,,0.0,
evt-0000163,2026-04-21T12:39:32,EMP-1012,Devin Holm,Shift Supervisor,STORE-A,sale,18.67,ORD-320515,CUST-10174,wallet,,0.0,
evt-0000221,2026-04-21T12:40:56,EMP-1017,Leila Ferrari,Store Manager,STORE-A,sale,40.51,ORD-128436,CUST-10275,card,,0.0,
evt-0000087,2026-04-21T12:43:56,EMP-1007,Ravi Okonkwo,Returns Desk,STORE-A,sale,37.58,ORD-565275,CUST-10120,cash,,0.0,
evt-0000073,2026-04-21T12:44:21,EMP-1004,Yusuf Ferrari,Cashier,STORE-A,sale,19.87,ORD-667964,CUST-10223,card,,0.0,
evt-0000068,2026-04-21T12:45:14,EMP-1004,Yusuf Ferrari,Cashier,STORE-A,sale,12.78,ORD-102026,CUST-10087,cash,,0.0,
evt-0000244,2026-04-21T12:46:17,EMP-1018,Lucia Barros,Store Manager,STORE-A,discount,5.91,ORD-184740,CUST-10192,card,,9.4,
evt-0000078,2026-04-21T12:46:36,EMP-1004,Yusuf Ferrari,Cashier,STORE-A,sale,24.63,ORD-481405,CUST-10066,cash,,0.0,
evt-0000019,2026-04-21T12:49:20,EMP-1002,Devin Adeyemi,Cashier,STORE-A,sale,12.76,ORD-922018,CUST-10305,cash,,0.0,
evt-0000127,2026-04-21T12:50:42,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,sale,23.63,ORD-797576,CUST-10175,card,,0.0,
evt-0000234,2026-04-21T12:53:26,EMP-1017,Leila Ferrari,Store Manager,STORE-A,manual_override,19.51,ORD-812849,,card,,0.0,price override
evt-0000106,2026-04-21T12:57:11,EMP-1009,Priya Barros,Returns Desk,STORE-A,sale,29.03,ORD-476397,CUST-10036,card,,0.0,
evt-0000152,2026-04-21T12:58:57,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,discount,34.57,ORD-704700,CUST-10024,card,,12.4,
evt-0000159,2026-04-21T13:08:19,EMP-1012,Devin Holm,Shift Supervisor,STORE-A,sale,20.99,ORD-569065,CUST-10242,card,,0.0,
evt-0000034,2026-04-21T13:10:45,EMP-1003,Tobias Demir,Cashier,STORE-A,sale,8.0,ORD-396866,CUST-10148,card,,0.0,
evt-0000009,2026-04-21T13:15:19,EMP-1002,Devin Adeyemi,Cashier,STORE-A,sale,43.95,ORD-956834,CUST-10379,card,,0.0,
evt-0000219,2026-04-21T13:15:49,EMP-1017,Leila Ferrari,Store Manager,STORE-A,sale,29.94,ORD-196745,CUST-10200,card,,0.0,
evt-0000041,2026-04-21T13:16:36,EMP-1003,Tobias Demir,Cashier,STORE-A,sale,26.1,ORD-352300,CUST-10377,card,,0.0,
evt-0000218,2026-04-21T13:19:06,EMP-1017,Leila Ferrari,Store Manager,STORE-A,sale,27.69,ORD-147960,CUST-10034,card,,0.0,
evt-0000259,2026-04-21T13:19:18,EMP-1020,Idris Klein,Store Manager,STORE-A,sale,31.08,ORD-813907,CUST-10106,card,,0.0,
evt-0000111,2026-04-21T13:20:11,EMP-1009,Priya Barros,Returns Desk,STORE-A,sale,18.68,ORD-833531,CUST-10375,card,,0.0,
evt-0000161,2026-04-21T13:20:25,EMP-1012,Devin Holm,Shift Supervisor,STORE-A,sale,40.1,ORD-282232,CUST-10001,card,,0.0,
evt-0000237,2026-04-21T13:21:55,EMP-1018,Lucia Barros,Store Manager,STORE-A,sale,39.47,ORD-145234,CUST-10293,card,,0.0,
evt-0000164,2026-04-21T13:22:44,EMP-1012,Devin Holm,Shift Supervisor,STORE-A,sale,19.87,ORD-885904,CUST-10076,card,,0.0,
evt-0000251,2026-04-21T13:23:00,EMP-1020,Idris Klein,Store Manager,STORE-A,sale,38.87,ORD-818355,CUST-10235,card,,0.0,
evt-0000075,2026-04-21T13:28:03,EMP-1004,Yusuf Ferrari,Cashier,STORE-A,sale,46.87,ORD-775257,CUST-10078,cash,,0.0,
evt-0000060,2026-04-21T13:28:44,EMP-1004,Yusuf Ferrari,Cashier,STORE-A,sale,42.01,ORD-590927,CUST-10294,card,,0.0,
evt-0000095,2026-04-21T13:30:02,EMP-1007,Ravi Okonkwo,Returns Desk,STORE-A,sale,31.34,ORD-295854,CUST-10158,card,,0.0,
evt-0000076,2026-04-21T13:31:35,EMP-1004,Yusuf Ferrari,Cashier,STORE-A,sale,14.79,ORD-843068,CUST-10169,cash,,0.0,
evt-0000085,2026-04-21T13:32:42,EMP-1007,Ravi Okonkwo,Returns Desk,STORE-A,sale,14.48,ORD-350123,CUST-10030,cash,,0.0,
evt-0000256,2026-04-21T13:33:21,EMP-1020,Idris Klein,Store Manager,STORE-A,sale,31.83,ORD-674094,CUST-10128,card,,0.0,
evt-0000156,2026-04-21T13:33:25,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,manual_override,49.74,ORD-328076,,card,,0.0,price override
evt-0000125,2026-04-21T13:35:06,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,sale,22.03,ORD-571556,CUST-10093,card,,0.0,
evt-0000072,2026-04-21T13:35:08,EMP-1004,Yusuf Ferrari,Cashier,STORE-A,sale,49.9,ORD-462058,CUST-10383,wallet,,0.0,
evt-0000260,2026-04-21T13:36:43,EMP-1020,Idris Klein,Store Manager,STORE-A,sale,65.85,ORD-214332,CUST-10357,cash,,0.0,
evt-0000212,2026-04-21T13:40:40,EMP-1016,Ravi Byrne,Store Manager,STORE-A,sale,31.09,ORD-756151,CUST-10008,cash,,0.0,
evt-0000021,2026-04-21T13:43:19,EMP-1002,Devin Adeyemi,Cashier,STORE-A,sale,24.68,ORD-323712,CUST-10018,card,,0.0,
evt-0000155,2026-04-21T13:44:17,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,manual_override,38.17,ORD-130668,,card,,0.0,price override
evt-0000214,2026-04-21T13:44:23,EMP-1016,Ravi Byrne,Store Manager,STORE-A,refund,7.2,ORD-589733,CUST-10357,cash,evt-0000211,0.0,
evt-0000137,2026-04-21T13:44:38,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,sale,33.53,ORD-319880,CUST-10192,card,,0.0,
evt-0000220,2026-04-21T13:47:29,EMP-1017,Leila Ferrari,Store Manager,STORE-A,sale,17.23,ORD-897750,CUST-10380,cash,,0.0,
evt-0000208,2026-04-21T13:52:27,EMP-1016,Ravi Byrne,Store Manager,STORE-A,sale,55.58,ORD-490735,CUST-10369,card,,0.0,
evt-0000008,2026-04-21T13:56:06,EMP-1002,Devin Adeyemi,Cashier,STORE-A,sale,7.24,ORD-379130,CUST-10042,card,,0.0,
evt-0000249,2026-04-21T13:57:06,EMP-1020,Idris Klein,Store Manager,STORE-A,sale,26.25,ORD-571934,CUST-10154,card,,0.0,
evt-0000174,2026-04-21T13:57:19,EMP-1014,Fatima Haddad,Shift Supervisor,STORE-A,sale,27.72,ORD-141296,CUST-10112,wallet,,0.0,
evt-0000213,2026-04-21T13:58:19,EMP-1016,Ravi Byrne,Store Manager,STORE-A,sale,17.78,ORD-985298,CUST-10297,card,,0.0,
evt-0000247,2026-04-21T14:01:15,EMP-1018,Lucia Barros,Store Manager,STORE-A,manual_override,20.04,ORD-499202,,card,,0.0,price override
evt-0000109,2026-04-21T14:01:49,EMP-1009,Priya Barros,Returns Desk,STORE-A,sale,32.83,ORD-228232,CUST-10161,cash,,0.0,
evt-0000023,2026-04-21T14:03:04,EMP-1002,Devin Adeyemi,Cashier,STORE-A,sale,24.85,ORD-944506,CUST-10066,card,,0.0,
evt-0000037,2026-04-21T14:03:14,EMP-1003,Tobias Demir,Cashier,STORE-A,sale,44.67,ORD-857693,CUST-10295,cash,,0.0,
evt-0000119,2026-04-21T14:05:01,EMP-1009,Priya Barros,Returns Desk,STORE-A,refund,12.41,ORD-156759,CUST-10134,card,evt-0000105,0.0,
evt-0000186,2026-04-21T14:05:19,EMP-1014,Fatima Haddad,Shift Supervisor,STORE-A,sale,35.95,ORD-332540,CUST-10216,card,,0.0,
evt-0000081,2026-04-21T14:07:10,EMP-1004,Yusuf Ferrari,Cashier,STORE-A,refund,69.76,ORD-602042,CUST-10287,cash,evt-0000053,0.0,
evt-0000246,2026-04-21T14:07:11,EMP-1018,Lucia Barros,Store Manager,STORE-A,manual_override,35.3,ORD-912060,,card,,0.0,price override
evt-0000197,2026-04-21T14:17:28,EMP-1014,Fatima Haddad,Shift Supervisor,STORE-A,discount,11.16,ORD-922770,CUST-10228,card,,7.3,
evt-0000243,2026-04-21T14:18:55,EMP-1018,Lucia Barros,Store Manager,STORE-A,refund,56.43,ORD-990582,CUST-10218,cash,evt-0000241,0.0,
evt-0000110,2026-04-21T14:20:26,EMP-1009,Priya Barros,Returns Desk,STORE-A,sale,15.87,ORD-783264,CUST-10317,card,,0.0,
evt-0000018,2026-04-21T14:20:31,EMP-1002,Devin Adeyemi,Cashier,STORE-A,sale,17.01,ORD-102889,CUST-10293,cash,,0.0,
evt-0000142,2026-04-21T14:22:15,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,sale,21.51,ORD-327805,CUST-10354,card,,0.0,
evt-0000223,2026-04-21T14:22:25,EMP-1017,Leila Ferrari,Store Manager,STORE-A,sale,29.56,ORD-371914,CUST-10334,wallet,,0.0,
evt-0000134,2026-04-21T14:25:50,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,sale,21.94,ORD-493916,CUST-10068,card,,0.0,
evt-0000057,2026-04-21T14:29:41,EMP-1004,Yusuf Ferrari,Cashier,STORE-A,sale,22.53,ORD-582586,CUST-10210,card,,0.0,
evt-0000136,2026-04-21T14:30:04,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,sale,12.83,ORD-111449,CUST-10046,cash,,0.0,
evt-0000014,2026-04-21T14:30:10,EMP-1002,Devin Adeyemi,Cashier,STORE-A,sale,27.25,ORD-757996,CUST-10119,card,,0.0,
evt-0000012,2026-04-21T14:30:23,EMP-1002,Devin Adeyemi,Cashier,STORE-A,sale,18.39,ORD-246461,CUST-10038,wallet,,0.0,
evt-0000077,2026-04-21T14:33:04,EMP-1004,Yusuf Ferrari,Cashier,STORE-A,sale,34.45,ORD-465515,CUST-10248,card,,0.0,
evt-0000238,2026-04-21T14:34:59,EMP-1018,Lucia Barros,Store Manager,STORE-A,sale,10.71,ORD-723371,CUST-10344,card,,0.0,
evt-0000188,2026-04-21T14:35:25,EMP-1014,Fatima Haddad,Shift Supervisor,STORE-A,sale,15.63,ORD-973139,CUST-10392,card,,0.0,
evt-0000196,2026-04-21T14:36:17,EMP-1014,Fatima Haddad,Shift Supervisor,STORE-A,sale,22.7,ORD-223152,CUST-10202,wallet,,0.0,
evt-0000216,2026-04-21T14:36:22,EMP-1016,Ravi Byrne,Store Manager,STORE-A,discount,15.57,ORD-924215,CUST-10260,card,,14.6,
evt-0000126,2026-04-21T14:46:04,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,sale,54.69,ORD-630355,CUST-10258,cash,,0.0,
evt-0000069,2026-04-21T14:46:26,EMP-1004,Yusuf Ferrari,Cashier,STORE-A,sale,62.53,ORD-288133,CUST-10276,card,,0.0,
evt-0000001,2026-04-21T14:46:38,EMP-1002,Devin Adeyemi,Cashier,STORE-A,sale,38.93,ORD-127315,CUST-10219,card,,0.0,
evt-0000061,2026-04-21T14:46:59,EMP-1004,Yusuf Ferrari,Cashier,STORE-A,sale,40.24,ORD-159758,CUST-10365,card,,0.0,
evt-0000250,2026-04-21T14:47:17,EMP-1020,Idris Klein,Store Manager,STORE-A,sale,33.24,ORD-699097,CUST-10080,card,,0.0,
evt-0000172,2026-04-21T14:48:47,EMP-1014,Fatima Haddad,Shift Supervisor,STORE-A,sale,70.78,ORD-741210,CUST-10124,card,,0.0,
evt-0000046,2026-04-21T14:49:29,EMP-1003,Tobias Demir,Cashier,STORE-A,sale,26.15,ORD-130005,CUST-10288,cash,,0.0,
evt-0000122,2026-04-21T14:49:49,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,sale,70.16,ORD-165897,CUST-10002,card,,0.0,
evt-0000033,2026-04-21T14:49:53,EMP-1003,Tobias Demir,Cashier,STORE-A,sale,22.64,ORD-375377,CUST-10272,card,,0.0,
evt-0000204,2026-04-21T14:51:43,EMP-1016,Ravi Byrne,Store Manager,STORE-A,sale,21.1,ORD-907962,CUST-10338,wallet,,0.0,
evt-0000070,2026-04-21T14:52:21,EMP-1004,Yusuf Ferrari,Cashier,STORE-A,sale,22.57,ORD-818816,CUST-10051,wallet,,0.0,
evt-0000118,2026-04-21T14:52:38,EMP-1009,Priya Barros,Returns Desk,STORE-A,refund,15.87,ORD-558219,CUST-10317,card,evt-0000110,0.0,
evt-0000182,2026-04-21T14:53:04,EMP-1014,Fatima Haddad,Shift Supervisor,STORE-A,sale,20.82,ORD-915985,CUST-10201,wallet,,0.0,
evt-0000160,2026-04-21T14:57:23,EMP-1012,Devin Holm,Shift Supervisor,STORE-A,sale,20.34,ORD-941099,CUST-10114,card,,0.0,
evt-0000236,2026-04-21T14:57:29,EMP-1018,Lucia Barros,Store Manager,STORE-A,sale,24.11,ORD-730730,CUST-10006,card,,0.0,
evt-0000017,2026-04-21T14:57:36,EMP-1002,Devin Adeyemi,Cashier,STORE-A,sale,9.1,ORD-665290,CUST-10263,card,,0.0,
evt-0000031,2026-04-21T14:58:04,EMP-1003,Tobias Demir,Cashier,STORE-A,sale,11.43,ORD-245531,CUST-10253,card,,0.0,
evt-0000135,2026-04-21T14:58:20,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,sale,54.0,ORD-833970,CUST-10235,cash,,0.0,
evt-0000191,2026-04-21T15:03:05,EMP-1014,Fatima Haddad,Shift Supervisor,STORE-A,sale,38.69,ORD-932999,CUST-10361,card,,0.0,
evt-0000100,2026-04-21T15:04:13,EMP-1007,Ravi Okonkwo,Returns Desk,STORE-A,sale,38.19,ORD-465680,CUST-10107,card,,0.0,
evt-0000002,2026-04-21T15:04:32,EMP-1002,Devin Adeyemi,Cashier,STORE-A,sale,7.68,ORD-171121,CUST-10043,cash,,0.0,
evt-0000117,2026-04-21T15:04:46,EMP-1009,Priya Barros,Returns Desk,STORE-A,refund,14.89,ORD-522356,CUST-10057,cash,evt-0000116,0.0,
evt-0000254,2026-04-21T15:06:07,EMP-1020,Idris Klein,Store Manager,STORE-A,sale,50.5,ORD-151434,CUST-10216,cash,,0.0,
evt-0000128,2026-04-21T15:06:08,EMP-1011,Idris Mensah,Shift Supervisor,STORE-A,sale,130.32,ORD-221578,CUST-10196,card,,0.0,
evt-0000064,2026-04-21T15:13:07,EMP-1004,Yusuf Ferrari,Cashier,STORE-A,sale,20.21,ORD-805130,CUST-10131,wallet,,0.0,
evt-0000158,2026-04-21T15:16:33,EMP-1012,Devin Holm,Shift Supervisor,STORE-A,sale,14.78,ORD-505831,CUST-10075,wallet,,0.0,
evt-0000011,2026-04-21T15:20:47,EMP-1002,Devin Adeyemi,Cashier,STORE-A,sale,53.58,ORD-890368,CUST-10358,card,,0.0,
evt-0000192,2026-04-21T15:21:32,EMP-1014,Fatima Haddad,Shift Supervisor,STORE-A,sale,28.54,ORD-624993,CUST-10005,card,,0.0,
evt-0000080,2026-04-21T15:29:11,EMP-1004,Yusuf Ferrari,Cashier,STORE-A,refund,67.83,ORD-906933,CUST-10013,card,evt-0000055,0.0,
evt-0000211,2026-04-21T15:35:00,EMP-1016,Ravi Byrne,Store Manager,STORE-A,sale,7.2,ORD-504260,CUST-10357,card,,0.0,
evt-0000248,2026-04-21T15:37:45,EMP-1020,Idris Klein,Store Manager,STORE-A,sale,25.59,ORD-393614,CUST-10386,cash,,0.0,
evt-0000010,2026-04-21T15:40:09,EMP-1002,Devin Adeyemi,Cashier,STORE-A,sale,66.28,ORD-909041,CUST-10063,cash,,0.0,
evt-0000022,2026-04-21T15:45:23,EMP-1002,Devin Adeyemi,Cashier,STORE-A,sale,34.37,ORD-198143,CUST-10097,card,,0.0,
evt-0000241,2026-04-21T15:45:27,EMP-1018,Lucia Barros,Store Manager,STORE-A,sale,56.43,ORD-412631,CUST-10218,card,,0.0,
